First Parameter,Second Parameter
-1.5300155516356142,26.58711988657396
17.859988298967394,30.68330356242265
2.085475351328526,-65.60691542419193
12.504312729381873,-42.43661087599205
7.375953366984092,-48.3387294544308
-30.912153257410353,-31.209927175346834
-29.134123696998053,-44.591558516863884
-16.987459466734514,-73.07534576242502
-3.2900437022239615,32.13230924700005
0.2390272723784861,2.8920296561691714
-6.27770337171313,17.1516042443957
-20.20047629867024,5.561129997302558
-4.405183536258683,-16.306309990978022
8.362068851873993,15.746654762507092
-19.537904717843187,-37.91327051785554
-9.648506241292552,20.674125851826204
-11.447703695226402,-60.40516130705608
-26.314761991269886,-80.39164592466346
10.020144331157546,-13.197183239329846
7.184772037058629,-8.579212399116415
8.99829462369157,15.84856333509967
-23.911054777620944,-46.30787927946889
11.281799244438453,-2.804777356774906
-24.640552537977918,-80.37709188867042
-3.7639211063845863,-38.035882368410135
-33.301755076702015,-70.82071031870048
-27.828100813184122,-13.509046432951749
-12.584032184735811,28.392901632413242
-20.095379521501993,-43.25883695604645
2.583740480436333,-31.539312247787947
-18.238831370544506,-12.058083445568911
-16.83531111670868,-19.772110581322664
14.881192260931314,64.84211012461904
-26.621634837381162,-87.52811331559116
-17.60775163569894,-98.81377687135287
-1.0631617846690702,-48.6900693571238
-10.5629002429746,-75.23113504725399
15.524602471398197,-22.55504470794864
11.931294200963329,52.863676753979945
8.604567435911989,31.074196691926034
21.01143435058023,8.543755436072004
10.184620747131092,2.9572143122341004
4.2843431388389845,27.808220256564155
-2.1494316678170193,48.718815731484455
-7.158247133262279,17.55786085732835
-13.393303748396846,-65.44218275626505
19.994270916997095,-10.542001475566948
0.13993944132215574,-3.974747320603072
-22.443629814687142,-34.431892752861486
-11.237290391115124,14.379599582268796
-6.3166016292991145,-55.15468806373981
-8.177017009087358,-63.78566414061727
-37.9931902790291,-61.65903397512691
13.543366703654655,24.469807313803614
