First Parameter,Second Parameter
13.969709315627277,-6.785104720998703
-11.958896752529839,8.177607127209342
-17.40737592771884,1.1072030847319496
-15.591509995173205,7.782407440049695
6.998382167190286,9.199211964178858
-5.784098510726324,17.17643863837219
13.826612960447136,-14.676207006284343
-16.846537673600018,-6.9092513402906235
0.3797901627092699,-14.414843881700818
11.595494999675672,-15.186210909333326
-7.827810661052638,18.56193318895383
17.427436531449388,3.5928360671886708
-3.711881697939134,14.419521213458708
-4.723801050642585,17.39886563498456
16.9067239779383,8.35607779784857
14.254293675006664,12.352820726383158
-15.069659120233695,-8.401804391587405
10.64709241320142,7.217930532782063
-2.9352545798195777,20.346428046054328
-17.55125504373435,-2.7622990649517334
-5.483778707078059,-9.990417064082848
-1.7291689793632798,-19.294984098065754
-4.451612323512364,-9.021582857583184
9.197660610604316,-6.650422950052487
2.4681810688775627,13.943048608935854
7.5963731642447385,-14.007268946195722
18.529350229977354,6.6176737218868595
11.784569861176777,-3.9472289496191877
5.6247570002116305,17.636158055153146
18.864821451463072,-3.1082769828274905
-8.000688732701654,6.1191780435498515
14.38309027994329,-0.09858478380149904
-9.762325715605371,9.34775705416429
11.935406837682358,16.38325126612112
2.580035635825574,9.58426607367278
-15.299064069823089,-10.779754070011208
-12.265679678792985,7.5484177520632585
3.022043495520954,-10.007935457831039
13.598120644067492,-11.13052550182016
9.29822193649823,-9.570635634942988
14.405559694390305,-8.68476055188917
-14.334205097341432,1.8916539576842695
-9.599775811156348,7.138354402028526
-11.463728745308579,-13.749609968005473
-18.290146974160066,-3.4196230696936283
5.073192624792142,-13.98231345632837
19.450920062483718,2.444069286785961
11.114811571051654,10.79698388941108
15.289522634117674,-5.587022318263379
-5.231311769799142,15.11611132947273
1.441886498113817,-20.335496096790138
-13.644018734886423,12.65498764318697
