Sample,Sim_Id,Year,Prevalence,Timestep
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.0027397260273972603,0.0,0
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.005479452054794521,0.0003000000142492,1
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.00821917808219178,0.0006999999750406,2
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.010958904109589041,0.001900000032037,3
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.0136986301369863,0.003899999894202,4
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.01643835616438356,0.008799999952316,5
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.019178082191780823,0.01750000007451,6
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.021917808219178082,0.03350000083447,7
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.024657534246575342,0.06549999862909,8
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.0273972602739726,0.1240999996662,9
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.030136986301369864,0.2246000021696,10
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.03287671232876712,0.3677999973297,11
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.03561643835616438,0.5292999744415,12
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.038356164383561646,0.6439999938011,13
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.0410958904109589,0.6822000145912,14
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.043835616438356165,0.6680999994278,15
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.04657534246575343,0.6183000206947,16
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.049315068493150684,0.5687999725342,17
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.052054794520547946,0.5070999860764,18
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.0547945205479452,0.460599988699,19
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.057534246575342465,0.4135999977589,20
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.06027397260273973,0.372200012207,21
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.06301369863013699,0.3321999907494,22
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.06575342465753424,0.2991000115871,23
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.0684931506849315,0.2680999934673,24
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.07123287671232877,0.2406000047922,25
0,3d0ab516-2000-e811-9414-f0921c16b9e5,0.07397260273972603,0.2158000022173,26
