First Parameter,Second Parameter
13.784415414978156,-5.628500823946425
12.4666826554785,8.982491300971802
10.89193695667462,12.650916517382129
10.398620719434447,4.857695736986884
-4.198087084633492,-14.926918396998033
-2.6523379410277457,13.69177119619384
-17.224156468095117,2.3718380701577786
-11.853972226449322,-8.491290476127972
7.94859064541118,-7.631314803394432
11.207963208684376,4.637409087980743
8.006216151685187,-13.089222614626294
11.94700437030636,10.697220732757472
-18.489719369171244,-0.06116369465675575
15.119704030775807,-10.46944412548197
2.544462398727923,11.16358790443374
-16.09362482541306,6.870783433971027
16.52334768612792,4.351328055511033
-13.430329183362005,-4.934775881088953
-4.684175525740699,-14.411709907193881
10.710542396383481,3.4614774907796573
19.05913830471104,2.11331498673421
-13.298404616482657,11.677062208364546
15.746370297725804,7.1053549782844385
-4.916865906386775,18.022813839954722
9.121736422764194,-12.014231846745389
9.049041729713693,-9.879373346591692
-19.60819394046314,3.5532358900466647
0.33017061792741487,-14.707816444219915
-17.117147681895638,-7.090538756081671
16.99700156810661,1.1390759045611105
-20.159877074427936,-0.8644099132676217
8.8984652524261,-11.704531616995979
3.733073845053106,10.468643058527547
-8.498966526673243,-10.721704481222304
-14.61418417178647,11.19476939138903
15.553840810019807,9.847795042658916
3.7847778972043855,-11.421728970826834
-6.638998745372881,14.7034470224595
17.542282154536366,-0.7956584779228848
0.6436205516782891,-12.198824797637045
-12.279780147208193,6.2629144985043865
12.893384307510644,4.006789238660673
12.927317683914097,-0.6917401372672316
-9.981708771027094,15.584292195504432
18.610202910314413,3.186373405831503
2.340264723860173,13.975715799326977
11.37175912667471,14.473570368350266
-1.089158705925776,18.350389888274393
-12.435379490305984,13.063402626753799
-16.13050802331758,9.081065282521635
0.8338349172603472,-13.2950149918928
8.273348687070161,-16.757767380343708
0.40330919824776146,15.242724470770327
