beta,gamma
1.3635964749654124,0.5668511952225925
1.8144176254894433,0.8493249593035618
1.4265755142357437,0.6012710725709446
1.6149238808348352,0.871396924324378
0.8976530999252392,0.22314413569172944
0.7811813871651783,0.15825025898575687
1.8297899225998933,0.8975973585475989
1.4526439451010245,0.7223471659620124
1.1166380376869935,0.3741476459230283
1.7704040947659934,0.8091963158779915
1.480036165273487,0.5331348471004281
1.5298343528927547,0.5516049541177328
1.0657032711520253,0.44984896181929124
1.6390090345195287,0.6503236101652443
1.2926384549032242,0.6139831227483252
1.7796853677249804,0.9843107305371809
1.6267709301014173,0.6439923998844199
1.4687443824429232,0.5631338085103641
1.7975683879408337,0.9127360786408237
1.2118686421582483,0.5749700360461505
1.500053417736753,0.5032327595942853
1.7521766994237769,0.7250218452719089
1.147928768274567,0.4353657500182404
1.0766007628279672,0.34568275290461803
2.005707761135806,0.9171069720325682
1.4376728825688383,0.7487502553213337
1.8506990850299259,0.8231371999746006
1.3869738193066667,0.6792818831708469
1.8848822031868422,0.9321490248597791
1.680319377971669,0.7614882979490732
1.252713421464338,0.44798328529889875
1.379845956922757,0.6711467108431317
1.8054721846062556,0.9220447320425987
1.7030201457033372,0.996409377659418
1.737720403177181,0.6979062969289619
0.958777786401186,0.27825502748395914
1.54955929378377,0.604101120591145
1.0836866968909253,0.40303764413700705
1.1602160523449339,0.26975765610222646
1.3459342075880614,0.4297886419007164
1.3020286134482661,0.514042893919996
1.0514210969633113,0.44017932232348944
1.4407951828090315,0.6669520272421338
1.6763048848857507,0.9330403531522451
1.159166720151599,0.44253984835926863
1.455965569045576,0.5574079427273608
1.5937112627552696,0.666238240699308
1.5494926471790111,0.8358012495253571
1.6425227945343264,0.9069248834233099
1.8887849859628154,0.8976717668197377
1.1034015878302093,0.34312454049934416
1.7997850891329041,0.9187626084289557
1.809388556962325,0.8640603864700942
0.8584450974719926,0.12177806010459737
2.0306285002232753,0.9712888238690945
1.497314559022108,0.623615621154102
1.5943754895297078,0.8617196683285065
1.496935105346901,0.5319260499490952
1.5895098417286928,0.595064629517589
1.8144355939341117,0.9639238368488359
1.5014076330323083,0.6331826663101066
1.5333551976704607,0.565466714303284
1.7448160708032718,0.8118903079675956
1.319862491178844,0.5295283752416118
1.4542782944380483,0.5529232677705913
0.8809012510206565,0.19808593042730233
1.4748640962092314,0.6130014594329914
1.822958039806207,0.8501821108845711
1.0984804551264253,0.2021998739364658
1.6009819766067068,0.6248285622948504
1.216614834669027,0.5101704292822533
1.723025801811137,0.9699904264392158
1.3688797824519359,0.45216397243819595
0.6939531287971923,0.15997392289602733
0.8139510107819579,0.1366383633103414
0.9017827102765587,0.11308341758805183
1.3771431738707212,0.6133255771697285
0.977115061573476,0.23711857790253132
1.6666590745526604,0.7877888202832601
1.255809728594675,0.49959609700027596
1.0689471924736214,0.36002358514759836
0.9581980916396151,0.2315111994628475
0.8278754862315972,0.22317347432359452
1.187775656682724,0.43037794440086075
1.4955463514982734,0.7064945490842403
1.7833689734652336,0.9042948618600125
1.8460604266298848,0.9528243055414275
1.2174362079799892,0.4482188292145328
1.7017064707005412,0.8147070283890905
1.859608314884184,0.8093826416179121
1.4358935604263063,0.46785870419182596
1.6634672607248366,0.7998359863362308
0.9184863899586331,0.3285389534008397
1.3286310359279194,0.5378322250180647
0.974282951253012,0.18879922938468185
0.8200810188917369,0.21757294797210353
1.2307421769347768,0.4506325840749258
1.7516383053487077,0.899759008457886
1.6550841023830836,0.7702092899777869
2.057711491061411,0.9862855334955932
1.7384595532441942,0.7087747582013969
1.8247642439793257,0.8121397508846073
1.5387173610377536,0.7565420688770731
1.602273968967158,0.7864015926061788
0.9479508298903379,0.17599890704316742
1.1573020052214247,0.3844220113437722
1.1892647437919464,0.33429211033410844
0.6990329108820886,0.15815000579927296
1.1956531733511935,0.4528382189428204
1.1115075723992867,0.2452733688255113
1.4192396103881255,0.6784680905890067
1.3733610042890563,0.6596914780788274
1.1715982078774272,0.4063940933920295
0.9879471015432102,0.2830720987437233
1.5711483377892759,0.6448527627190411
1.8373608322957118,0.8954279796816877
1.4442904853780003,0.527892092952193
1.044873152179158,0.431461696123156
1.1845169682321428,0.3910078617169883
1.9072204750972994,0.9313206160417076
1.340180670885192,0.41685750804433963
1.2115661869080392,0.44445263847077243
1.8676948573602952,0.9961285734239704
1.689998982450636,0.8652456575319804
0.9430149400285289,0.16864532210884187
0.9085940461495354,0.14757322355378402
1.3158509803309082,0.4720498523029406
1.9785013239816958,0.9999329769612589
1.2575859650608372,0.46119992647180164
1.5373171206995786,0.6167540361695887
1.5195779680125825,0.5956679066281136
1.2764082725855954,0.49459824000379504
1.246631313869322,0.41634007741689416
1.7268168571552007,0.7351134387099288
0.9605695499572032,0.2199055062072698
0.9259379711824187,0.11359185824870867
1.58737446654101,0.8566701638340931
1.5647831203529983,0.7721035624910976
1.3299304042049633,0.39644710297338503
1.623818430461256,0.7590120699562379
1.5551492999671341,0.7236815580220298
1.6987554257585373,0.6714705302852633
1.0915721714364572,0.2234614359014807
1.4480995794024922,0.7631557095264401
1.4686044985268567,0.5099334919100064
1.2548459722797993,0.5605287551011496
0.9988737885901955,0.3207363796367938
0.9716480204643919,0.3632491783669084
1.0374892426864655,0.3824530470580151
1.263789048353821,0.3358710596487061
1.3699427467262228,0.4487474013928131
1.6540515695240294,0.699835527338386
1.2423010660669558,0.5882802683004081
1.6579582319937651,0.7233809400817816
1.4791015984664808,0.7137904812935044
0.9101128416035743,0.11283124258502303
1.428824020463792,0.6587590576932588
2.032072564544169,0.9494265953941956
1.7754426958042941,0.9820799170872966
1.5074470254452499,0.6465812586367935
1.7397498531580204,0.8422446040288363
1.2918072692123985,0.5532221983743801
1.9452221491225967,0.9394987295303253
1.5410358230474366,0.8141080382861192
1.273059743524515,0.4056179714460978
0.9420744828499368,0.17683567961598742
1.4856594539894146,0.6633181035255472
1.4656633620245028,0.5691873592935792
1.1907241570996574,0.3728828988563695
1.8295296753091432,0.9693211877273346
1.0574195878406032,0.22649542990515875
1.3257527174893575,0.5152550466681927
1.9970349078721024,0.9865261361221345
1.6120580300749388,0.7881973249619536
1.916118441533754,0.9679728508561471
0.9061550428202035,0.29301360264091225
1.1234195150693496,0.3272579139748327
1.0067131282534234,0.29160635853609507
1.613167974529626,0.888407777771273
1.4577896272566095,0.7029855649506169
0.822108576561394,0.23406836875128323
1.812019693696205,0.8077569726986872
1.7967871255005763,0.8633078003067018
1.0311947874787801,0.2577928711425406
0.999184451006738,0.38810336699011116
1.6089795739657808,0.691961541507601
1.1280926844411026,0.4533196311923582
1.0837227023500677,0.46196815323108076
1.2693779045481026,0.5899968428751708
0.6764087843604724,0.13649317349622161
2.022648024704454,0.9525081657171494
1.8423755982468943,0.9400980428275499
0.8910423109620684,0.2917820785919777
0.8659608656426868,0.17444284438643565
1.5514102194442834,0.7510709553503547
1.2329400498113046,0.3840114471817758
1.5449101274166763,0.5641037865707589
1.3716630806687746,0.5824441889376651
1.8357388874409928,0.9170544006497788
1.2564030887677298,0.6018422034075647
0.9370716493658819,0.2838293761149161
1.5867777332865298,0.7120908878164751
1.03531644341706,0.2912435576947887
1.5812514790566112,0.7423356700829344
1.5962627412942163,0.6404414470441465
1.5153961663605164,0.5806211434177798
1.5694969305929067,0.6476888752059698
0.9557616332313461,0.36111201508171686
0.735543671208473,0.14809169242246606
0.7312049215001781,0.18596687379508364
1.5026539924063258,0.782934461291906
1.4666860523330847,0.5274667659163923
1.2381638137589033,0.5695084817683087
1.791283344445705,0.8721738291092016
1.0754161382293193,0.3477362459402157
1.5206264548655204,0.8183417437468993
1.096286782832492,0.31193641945279194
1.2277107402002558,0.5092379484866163
1.3864995254443055,0.5780749136281467
1.0884132537994171,0.24344808003086887
1.0670845298884477,0.3111183605521202
1.36228640559027,0.619678376890362
1.1176632338681545,0.3300376733615726
