LOG Base Infectivity,Infectious Period
-0.25302944702276486,4.236509422218336
-0.298873743268965,5.634775862005303
-0.4036195648125793,7.298378574869019
-0.013711310093815765,9.519843834215665
-0.3675095539076182,6.8974539545480775
0.05693337347022842,6.106445663136242
0.014722230970740213,6.698988102380244
0.07706545645372032,7.3593782431167245
-0.4207555200950035,7.7902479553026955
-0.14343014258906805,6.307156067864733
-0.2967606988177901,5.460668068578425
-0.3610504322465886,8.330800891341504
0.3608782319205739,9.809416573349184
0.1423657873597488,7.627218610860624
-0.3674580771825665,6.137340368853367
0.01863391214262977,9.12725655890874
-0.28844508524843404,5.692655974226354
-0.37541607472632554,4.675295158591558
-0.2774436585656338,8.216389520104276
-0.3586683526225811,7.917953669285653
0.34079316374039603,9.490733480714075
-0.007542275123254449,7.024792651615155
0.04731991633252064,8.012687033151373
0.09593892163438511,6.736399519831251
-0.08398349007682082,5.132243724954368
-0.01770242552410206,6.823212386721359
-0.15227436097214497,8.87608011225435
-0.06800350539237998,8.766192190239304
-0.303613561658157,3.7464453566232767
-0.3928030761928538,4.927307888941128
-0.2311615447125266,5.605156994780555
-0.2597675758890029,4.1343124938317395
-0.10286693410781222,6.021050337043216
-0.2093303617982858,9.589560398339938
-0.2684457217853762,7.855512748026791
0.21845574356381392,8.152293898700549
-0.16549604067697987,5.300901573271731
-0.18627261710185516,4.236904886280033
-0.03730980849271781,7.950147663636606
-0.32648449083246633,5.497827989684119
-0.25701381903505516,5.009379184821553
-0.042502717298652626,9.229514375908495
0.10148135794606494,7.163963384604352
0.17853968136348608,9.722288037785997
-0.30729373928243575,8.399425339589577
-0.013771577994623918,9.969808544034894
-0.06924481637064828,7.608277456663293
-0.20167308280252638,6.03923060096284
-0.10768149796904136,4.863783823957581
0.16127005792640636,9.463731760883379
-0.3176736991398915,9.835923037414961
-0.06084411612549312,7.674298581248891
0.05958576960497908,8.213677285667934
-0.05298346637602347,6.928152458232551
-0.4530289044583855,7.569731265039757
0.11064418375776053,9.273353948158814
-0.18097247992670829,4.943869115555623
-0.15858674132559192,5.741424711820318
-0.08303633231984109,9.26576781959085
-0.24146524029556438,8.265524304562057
