Sample,Sim_Id,Year,Prevalence,Timestep
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.0027397260273972603,0.0,0
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.005479452054794521,0.0003999999898952,1
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.00821917808219178,0.0005000000237487,2
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.010958904109589041,0.00109999999404,3
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.0136986301369863,0.00179999996908,4
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.01643835616438356,0.002400000113994,5
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.019178082191780823,0.004999999888241,6
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.021917808219178082,0.01009999960661,7
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.024657534246575342,0.01820000074804,8
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.0273972602739726,0.03449999913573,9
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.030136986301369864,0.0705000013113,10
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.03287671232876712,0.1350000053644,11
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.03561643835616438,0.2362000048161,12
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.038356164383561646,0.3738999962807,13
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.0410958904109589,0.5289999842644,14
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.043835616438356165,0.6471999883652,15
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.04657534246575343,0.6934000253677,16
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.049315068493150684,0.6822999715805,17
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.052054794520547946,0.6438000202179,18
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.0547945205479452,0.5964000225067,19
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.057534246575342465,0.547200024128,20
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.06027397260273973,0.4995000064373,21
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.06301369863013699,0.4539999961853,22
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.06575342465753424,0.4115000069141,23
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.0684931506849315,0.3745999932289,24
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.07123287671232877,0.3395999968052,25
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.07397260273972603,0.3066000044346,26
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.07671232876712329,0.2752999961376,27
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.07945205479452055,0.2504999935627,28
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.0821917808219178,0.2258999943733,29
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.08493150684931507,0.2038999944925,30
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.08767123287671233,0.1849000006914,31
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.09041095890410959,0.167999997735,32
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.09315068493150686,0.1508000046015,33
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.0958904109589041,0.1358000040054,34
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.09863013698630137,0.1221999973059,35
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.10136986301369863,0.1108999997377,36
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.10410958904109589,0.0992000028491,37
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.10684931506849316,0.09049999713898,38
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.1095890410958904,0.08139999955893,39
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.11232876712328767,0.07419999688864,40
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.11506849315068493,0.06679999828339,41
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.1178082191780822,0.06140000000596,42
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.12054794520547946,0.05579999834299,43
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.1232876712328767,0.05009999871254,44
0,c1c14057-1c00-e811-9414-f0921c16b9e5,0.12602739726027398,0.04580000042915,45
