beta,gamma
0.7762710914873971,0.20115284612794765
1.6294864979307748,0.7181446033800692
1.5396996185817668,0.6910365092723886
1.047426867789424,0.3709205521356336
0.8178620423942012,0.15483719009439473
1.5244993416895376,0.7713281978243861
1.2810039692841464,0.530314063280998
1.7805816147583582,0.8720688929959097
0.7353238433935352,0.11600622471313207
1.3985923363993669,0.4793467094319893
1.2524465867783474,0.5183609278212792
1.1603357334553404,0.35038690236135916
1.9729804377670135,0.9933248828714317
0.7846270093551826,0.13963420165402674
1.4606153243170552,0.5637951986593877
1.0613185125603837,0.32321812174052
1.6003261031179639,0.6289787717322288
1.0215205928940403,0.3741229436235035
1.6859305327581748,0.7266163731809452
1.3657774446564854,0.5732661400977201
1.11423616069298,0.3378114598998606
0.7959060920117259,0.21995191763441507
1.7138705551154088,0.7577673886471294
0.8480754602329972,0.10011972924279158
0.7505210053544624,0.16000314014839642
1.8476270314147152,0.8319287348179342
1.7316963725600825,0.8410548303451465
1.9096953310839386,0.9742973045915507
1.4172859117385572,0.5503606575508259
1.1879024631014623,0.38652834431000305
1.7187267832547943,0.8919066496608898
0.9049376765876559,0.19002550533491425
0.7933372605847966,0.20748636170042967
0.6935196916804435,0.13072721438508372
0.887560997127353,0.28396296577049485
1.6751599063529918,0.6894149529147711
1.166640135956901,0.5219908532549609
1.81840371775966,0.894856369030967
0.9893201297244066,0.2478024734634198
1.8805231068071853,0.9222208028636242
1.3591239672692936,0.44782647739520276
1.152033138702021,0.30846899198549776
1.870435278377573,0.9147929057240026
1.7093893722640305,0.7207317338038048
1.3513851308093678,0.5364530175471705
1.9506310926317056,0.9962719810595336
1.765443429141442,0.9188515300241068
1.3125296359139589,0.4202682680001206
1.8624406046897848,0.9625436833600217
2.0077326068192676,0.9995299621287851
1.9206689243367823,0.9290123969944137
1.3278953098767803,0.5818064613980101
1.6133029873295566,0.7467991893739641
0.8429118774789012,0.21866431433586014
1.6152399815134493,0.7382764465080214
1.790725070763361,0.8254902279269587
1.5561755113739921,0.6620205550845698
1.492683320387799,0.7643747119115365
1.0117855513246519,0.28876783877267254
1.5682349772480288,0.620970248373447
1.78337445951306,0.7859830097561278
1.9243231223905077,0.976680077903804
1.1050457094636605,0.306863612637334
1.133124822164383,0.3528322097233103
0.8564882708953583,0.1340716931553183
0.9378458413241981,0.26728373978053394
1.5033314131889117,0.6727876043154316
1.995472650984298,0.970394784722866
1.063979564199471,0.38074059328378107
1.4835925222328723,0.5854314371830761
1.0139134157168999,0.38476648828512305
0.9813358323027725,0.34660517059382584
1.247984983169381,0.5190457695443695
1.1750536239938945,0.4366217896481046
0.8644274458279255,0.27242969606217704
1.1596620328495404,0.44861326481424524
0.9082381218975069,0.247055459004792
1.1460375842198136,0.3660780046193842
1.8882655642363435,0.9730237476622202
0.9553271742170806,0.21079622691166797
1.4475421916690787,0.7144989820901518
1.5210455859775456,0.5757088719868739
1.2370336043669785,0.440926910216502
0.9052804464097859,0.12730833507260547
1.730528367095239,0.9015336109082611
1.1852485304479905,0.4011282654991223
1.3474440839540303,0.537278280508735
1.0067608500511227,0.39348581474998645
0.9203320056862594,0.17258945170611106
0.9142535964149044,0.12998496758346512
0.741908120379529,0.13044873084208478
0.6860067681945715,0.12037738309590172
0.8730906514915143,0.14550291825044734
1.2623558187082244,0.5652705925462533
1.1099484621012543,0.356369640141845
1.338314250539041,0.6022905485178389
1.242274606924902,0.45615989861755135
1.1648545549737834,0.49910880324702434
1.7043248122452581,0.9317262795627228
1.5674853955274164,0.6213130679074724
1.1193211720951108,0.4769053459396678
1.6910772470984101,0.7317002284934454
0.9355191015807368,0.24760145430332842
1.3268188865128152,0.5894313404846808
1.8403457479771388,0.8554941200800318
1.6546664333151495,0.8288100712661455
1.0597141603308975,0.36403640591211217
0.9712810760922548,0.2394582652525476
0.9612516385495717,0.2990414459135441
1.575111163142368,0.7986770225710957
1.5056885309500543,0.6198580735723385
0.6352536652621095,0.10757986743109897
1.864175389462584,0.861488915083092
1.693541135589946,0.7398278525224615
0.6440444681485579,0.1091873248615763
1.20892927369601,0.45896631162788215
1.6610524152646196,0.7091938458218277
1.072370445220371,0.3399971530193924
1.5267187663334498,0.773353450376896
1.178056309896074,0.44775568059997006
0.9768802340413539,0.22574327016983797
1.5341699483405908,0.7585254860670095
1.0448586477745818,0.29426044914304117
1.9137105834544081,0.8888587341034154
0.9539052631960561,0.34617289831985776
1.4565234645602176,0.7037072736322337
1.0776339178698462,0.32833748497513393
0.9267779374139766,0.10419771314747928
1.2913712522910148,0.4347810263391847
1.404958555732779,0.4916936279627634
1.4577394200568203,0.5705231530670809
1.3563771821061046,0.6597031427746783
1.2184287835888497,0.4861341160825461
1.4728659711959442,0.5769897215316319
1.6082712572883904,0.6825870347652836
1.4651194631627995,0.547401230557588
1.0850774997798243,0.4482409914856573
1.3926403264258171,0.498852868988101
1.9185842293302593,0.9106757560998842
1.7248415801520613,0.7586388061426992
1.153531515005805,0.48250908723637675
1.635959349658911,0.6664353404193062
1.7512770851891941,0.8321590856990781
1.4674496092640736,0.5927242304475925
0.9163702541100233,0.10852787185228352
1.8124922053893981,0.9732852929654899
1.1417174218555806,0.2911727737223302
0.9439275024606999,0.17536367969136762
1.579055371447632,0.8284248466468683
1.3425231110917875,0.6002464994356449
1.1521063363964519,0.47041696725440363
1.0817053416795406,0.2985401634652344
1.7814144096198319,0.7954192650174998
1.2002590484283624,0.5040304092486201
1.5132170970917067,0.5763049642558475
0.9007593688213549,0.24233117211308539
1.6045801466516818,0.7650152630784256
1.6486291189986124,0.6768315315809781
1.1356508137260484,0.35406622391928855
1.0427572046467068,0.2625500940606973
1.5323665814109555,0.7354346928677717
0.769416198937142,0.1121398370408991
1.3580767625271029,0.630514281572698
1.0474846587556124,0.35086868347495503
1.3611594668438598,0.6112578903117186
1.458842532049256,0.604572215342691
1.9355710942716637,0.9972423218585406
1.816406350829948,0.9583738574410281
1.3342707129077456,0.4833531928625141
1.5626323872829309,0.616750804301249
0.9888069546032396,0.3824472056286826
1.1327612255446975,0.31312046357731904
0.8980547875789235,0.11437613381558324
1.7411946414653272,0.7545544435868852
1.011125119881871,0.3496138574454196
0.8586480884154882,0.14721806850169233
1.5883991191180213,0.7055716788278095
1.5864526602752418,0.6638376189908926
1.325176450538643,0.5337151766367194
1.8672680961655623,0.9322453370268939
1.9030872353669035,0.9184403402120872
1.7310849935094152,0.9796419139001484
1.0251104445542023,0.36831623444252903
0.8991523949814378,0.2866582375454908
0.8121857411853526,0.128286264753165
0.9318690678454393,0.19055412526871207
1.2918339411425492,0.4238152577387434
0.8972580877627128,0.21095421644439155
1.0874388596362832,0.31131777777239333
1.6064993029088195,0.633262197297866
1.1345433173119617,0.48617822995570636
0.8573073161779102,0.1976635680465565
0.9704757536259663,0.1403423445411489
1.1380637190484384,0.3145197473189539
0.909260729299012,0.31285738729621093
1.016240394456786,0.2039199731295142
0.8441288976394956,0.1491836477356894
0.8559343720582322,0.19511688835775398
1.4233349331993188,0.5421210546635513
1.2630342283445075,0.4897362455401093
1.7632729558562947,0.9467249977702719
1.6219458526321642,0.6595001678704474
1.2462587255842423,0.3785430436191455
1.7097032337304006,0.9375082051729426
1.191917572477165,0.3581272217906758
1.3071785818111965,0.5959156181620112
1.7895241039439753,0.8173145801861412
0.9942695043252099,0.2404412675946437
1.769922382937131,0.8436323034419976
1.1624773420591183,0.47397056902523216
1.4914447363169905,0.5503393535871444
0.9364920922672548,0.21515172028004748
1.145448406185377,0.29018581786175124
0.9671827685337815,0.29837422415972004
0.9497517003367275,0.3489876353843419
1.392071520686673,0.6153892706747527
0.8685131833389763,0.13499253858406196
0.8059265875619649,0.2120878777500499
1.6895778167545135,0.8361538662407296
1.107446140323702,0.36761968525361743
0.9196078303037336,0.10313948222915674
1.5286099299550346,0.7035526063097278
1.2330614362577361,0.49663622258407114
1.1393356274842026,0.3740857818014407
1.8224507932502747,0.8224735115493303
1.158936569602977,0.5079240218735044
0.9606174914110599,0.1524057555742065
1.776404853419175,0.8798869070197368
1.0003909643487854,0.25652570132631725
1.6672500422363359,0.9062293972809206
1.1882378892759844,0.4629989603706378
0.6442068928552313,0.11524298288907676
1.440868045886884,0.6708838623915394
1.0490312165359925,0.2947140206574915
1.377541462254831,0.671316996960489
0.7990232105120804,0.10120188289866101
1.739001797574618,0.9135286370878538
1.7198178096654753,0.7596487120113321
1.457064199370512,0.714956762501507
1.7547048839462858,0.92966407811398
0.9408275649666,0.291798526137786
1.3484715211303997,0.6441948999845621
1.0479258398870384,0.4162161267620226
0.9535480244526162,0.20582838471973652
1.1404296477275828,0.5027678714167954
0.8768402820213161,0.1513675371772169
1.4907476006809701,0.6276624630864276
1.1979711682616825,0.39210508934645705
1.7729615017457876,0.9742550061301001
1.3356907185601383,0.46646513642266485
1.5651248268553175,0.6641274207188195
1.7962072476054076,0.8460413576758702
1.553623316345059,0.7151263430687658
0.7666229865800664,0.1037266414308142
1.820458524151039,0.962273218448116
1.6524348208781168,0.6746337836499372
1.4972531333544201,0.6989879614829313
0.7740177948761409,0.2062732174969836
1.6114829059271307,0.770135728454162
1.4030705704057833,0.5220937950401904
1.5242491944162309,0.6103478641402387
1.711501822229447,0.9555679803745223
1.8345861427099295,0.891021881339915
1.860797618889764,0.9017490859293369
1.5797150815053376,0.6857296717891939
1.1466499059830837,0.46768721235192334
1.1703282369189858,0.5082595378218003
1.3552034856512167,0.5349548893980166
1.1364919408687046,0.38710549993903054
1.3331027152847625,0.6330817926697504
1.1971251660469548,0.5395293509586939
1.2560967936213059,0.5193868077145906
1.6480946945563144,0.8601978911675516
1.8591206523844759,0.9384216922830888
1.529202163927159,0.7002354237662958
1.6087416137373303,0.714709189210695
1.3218224493936823,0.5337973937495047
1.5745280582066306,0.7554219590182139
1.779101467214322,0.8948425622762757
1.8194549379119378,0.9041348550761175
1.6650291952412521,0.8020694292204943
1.0495498567059502,0.2929973353582799
1.2714920426635548,0.5375960590626802
1.7012294509686319,0.7250163262524997
1.7062277871663503,0.9486584819548173
0.9923258647285712,0.28762886305285196
0.860490701990977,0.1019081655655919
1.8699489414258936,0.8897522235170653
1.0514241288159645,0.4185806686433171
1.2031199251953655,0.3770178216991249
1.5632395781798447,0.7931160757566282
1.4037633750871343,0.572099577102427
1.1675417064072533,0.4457405065812412
0.8936191291980202,0.15330996017844895
1.8568366732881807,0.8655502003252834
1.3438165856116826,0.4583391379128804
1.2809707164528175,0.44002524652897446
1.1505199768285528,0.3214903714474447
1.1430315463331056,0.40544735057133774
1.9390668192135694,0.9266949373593137
1.6274736659240516,0.6922843192310952
0.9326529402725443,0.14681667751074068
1.5051049133313925,0.7574173467925621
0.9131312492018346,0.1038432785421638
1.3180012265323848,0.6339873205857061
1.4064654569915267,0.6098491515261312
1.123999796227956,0.47565007652819835
1.407234242700685,0.5736095687793091
1.940287765533178,0.9245409582528388
1.1156513310792513,0.26866456642017106
1.2731691226591395,0.4495152917892574
1.1763930172329367,0.3084419889292437
1.4131203667913697,0.6501424073542725
1.451494857890757,0.7100247206456308
1.378898918883841,0.5415175440615517
0.9298412363457987,0.32566261527755014
0.912010012089028,0.18090691437378953
0.8214891593515051,0.1902609877780918
1.6658132634325689,0.8951213163425346
1.3501753154366094,0.5339914963087462
1.6494543802756987,0.860346800352818
1.5708694627983406,0.8179631008054463
0.75828725732148,0.12964626106098598
1.3135159494817223,0.5786642522263178
1.7572484671031325,0.838842299897883
1.0632042108167976,0.28531393105668723
1.548453098777836,0.6235819311285308
1.008066362255006,0.2158621675461047
1.9086126220598767,0.9047401041182974
1.917706186017741,0.9465114639579302
1.8184608483289542,0.8340191022081503
1.3153476084637712,0.6263427502760819
1.3912485818669271,0.46732864257427387
1.5083655119324284,0.5677955198085601
1.7087475442796372,0.7578049620512844
1.7280098315739627,0.7875181596831551
1.6025022656081982,0.8167244694424594
1.337811057507485,0.6171098488388331
1.5961922848369956,0.7198244620614488
1.0754996180168037,0.2924747661895032
1.3398418733408957,0.5351938001412818
1.2024099249427938,0.3859630449221182
1.2344349422247114,0.4549699177604023
1.565960073468104,0.7234173547956371
1.1219727952994643,0.3542604318589525
1.3596516613328622,0.5849003683293043
1.5876669192958246,0.7844552330149481
1.3726120321254924,0.5717177556895453
1.1486553223612381,0.37346643059109286
1.2200691548076956,0.5190082571028732
1.8585695757461154,0.9749661422208777
1.94530287508138,0.9835270827570213
1.5115821545661265,0.5940500121279517
